ID,group,item.number,item,spelling.learned,reduction.type,pronunciation,button.pressedd,correct,RT,trial,spellingTest.answer,spelling.correct
CN03,Canonical_None,83,bencil,,,Nonwords,4,1,658,91,,
CN03,Canonical_None,84,briest,,,Nonwords,4,1,713,29,,
CN03,Canonical_None,70,cabimet,,,Nonwords,4,1,895,114,,
CN03,Canonical_None,71,cassier,,,Nonwords,4,1,725,8,,
CN03,Canonical_None,72,crame,,,Nonwords,4,1,827,13,,
CN03,Canonical_None,73,dansher,,,Nonwords,4,1,590,92,,
CN03,Canonical_None,74,feshtival,,,Nonwords,4,1,624,56,,
CN03,Canonical_None,75,fiss,,,Nonwords,4,1,581,45,,
CN03,Canonical_None,76,glash,,,Nonwords,4,1,560,64,,
CN03,Canonical_None,77,grabe,,,Nonwords,4,1,724,28,,
CN03,Canonical_None,78,han,,,Nonwords,4,1,1294,25,,
CN03,Canonical_None,79,herpivore,,,Nonwords,4,1,882,54,,
CN03,Canonical_None,80,nechanic,,,Nonwords,4,1,662,31,,
CN03,Canonical_None,81,nushroom,,,Nonwords,4,1,606,27,,
CN03,Canonical_None,82,palashe,,,Nonwords,4,1,701,55,,
CN03,Canonical_None,66,pank,,,Nonwords,4,1,866,6,,
CN03,Canonical_None,67,parrel,,,Nonwords,4,1,701,63,,
CN03,Canonical_None,69,prain,,,Nonwords,4,1,2298,0,,
CN03,Canonical_None,85,reshtaurant,,,Nonwords,4,1,1030,36,,
CN03,Canonical_None,86,ruppish,,,Nonwords,1,0,581,68,,
CN03,Canonical_None,87,selter,,,Nonwords,4,1,1011,108,,
CN03,Canonical_None,90,shke,,,Nonwords,4,1,671,61,,
CN03,Canonical_None,88,sirt,,,Nonwords,4,1,646,75,,
CN03,Canonical_None,89,smail,,,Nonwords,1,0,923,7,,
CN03,Canonical_None,91,spoom,,,Nonwords,4,1,1055,76,,
CN03,Canonical_None,92,sunnit,,,Nonwords,4,1,1116,118,,
CN03,Canonical_None,93,teemager,,,Nonwords,4,1,663,14,,
CN03,Canonical_None,94,vegetaple,,,Nonwords,4,1,806,84,,
CN03,Canonical_None,95,wimdow,,,Nonwords,4,1,625,83,,
CN03,Canonical_None,0,apron,,,Familiar words,4,0,538,50,,
CN03,Canonical_None,1,balloon,,,Familiar words,1,1,590,33,,
CN03,Canonical_None,2,bank,,,Familiar words,1,1,918,109,,
CN03,Canonical_None,3,barrel,,,Familiar words,1,1,733,16,,
CN03,Canonical_None,4,basketball,,,Familiar words,1,1,769,2,,
CN03,Canonical_None,5,brain,,,Familiar words,1,1,585,47,,
CN03,Canonical_None,6,cabinet,,,Familiar words,1,1,739,73,,
CN03,Canonical_None,7,cashier,,,Familiar words,1,1,713,12,,
CN03,Canonical_None,8,crane,,,Familiar words,1,1,777,43,,
CN03,Canonical_None,9,dancer,,,Familiar words,1,1,622,15,,
CN03,Canonical_None,10,festival,,,Familiar words,1,1,890,122,,
CN03,Canonical_None,11,fish,,,Familiar words,4,0,569,39,,
CN03,Canonical_None,12,glass,,,Familiar words,1,1,665,58,,
CN03,Canonical_None,13,grape,,,Familiar words,1,1,728,11,,
CN03,Canonical_None,14,ham,,,Familiar words,1,1,728,102,,
CN03,Canonical_None,15,herbivore,,,Familiar words,1,1,599,57,,
CN03,Canonical_None,16,mechanic,,,Familiar words,1,1,899,112,,
CN03,Canonical_None,17,mushroom,,,Familiar words,1,1,677,4,,
CN03,Canonical_None,18,palace,,,Familiar words,1,1,872,81,,
CN03,Canonical_None,19,pencil,,,Familiar words,1,1,590,30,,
CN03,Canonical_None,20,priest,,,Familiar words,1,1,691,105,,
CN03,Canonical_None,21,restaurant,,,Familiar words,1,1,1151,127,,
CN03,Canonical_None,22,rubbish,,,Familiar words,1,1,631,44,,
CN03,Canonical_None,23,shelter,,,Familiar words,1,1,1016,121,,
CN03,Canonical_None,24,shirt,,,Familiar words,1,1,768,72,,
CN03,Canonical_None,25,sil,,,Familiar words,1,1,692,66,,
CN03,Canonical_None,26,ske,,,Familiar words,1,1,603,60,,
CN03,Canonical_None,27,spoon,,,Familiar words,1,1,813,87,,
CN03,Canonical_None,28,summit,,,Familiar words,4,0,814,85,,
CN03,Canonical_None,29,teeger,,,Familiar words,1,1,570,89,,
CN03,Canonical_None,30,vegetable,,,Familiar words,1,1,768,51,,
CN03,Canonical_None,31,window,,,Familiar words,1,1,470,52,,
CN04,Canonical_None,99,bliddus,none,flap,"New words, trained pronunciation",1,1,1017,117,,
CN04,Canonical_None,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,900,74,,
CN04,Canonical_None,110,bunnow,none,nasal,"New words, trained pronunciation",1,1,1084,3,,
CN04,Canonical_None,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,863,103,,
CN04,Canonical_None,98,cluddee,none,flap,"New words, trained pronunciation",1,1,1141,5,,
CN04,Canonical_None,125,credenner,none,nasal,"New words, trained pronunciation",1,1,940,86,,
CN04,Canonical_None,121,cynnergus,none,nasal,"New words, trained pronunciation",1,1,1267,71,,
CN04,Canonical_None,101,fluddow,none,flap,"New words, trained pronunciation",1,1,923,79,,
CN04,Canonical_None,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,724,41,,
CN04,Canonical_None,105,glunner,none,nasal,"New words, trained pronunciation",1,1,684,19,,
CN04,Canonical_None,127,lucrunny,none,nasal,"New words, trained pronunciation",1,1,1001,94,,
CN04,Canonical_None,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,708,82,,
CN04,Canonical_None,116,pribeddy,none,flap,"New words, trained pronunciation",4,0,721,93,,
CN04,Canonical_None,107,prounner,none,nasal,"New words, trained pronunciation",1,1,573,24,,
CN04,Canonical_None,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,1011,115,,
CN04,Canonical_None,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,1282,21,,
CN04,Canonical_None,106,senno,canonical,nasal,"New words, trained pronunciation",1,1,867,120,,
CN04,Canonical_None,103,sleddow,canonical,flap,"New words, trained pronunciation",1,1,976,26,,
CN04,Canonical_None,112,slyddenee,none,flap,"New words, trained pronunciation",1,1,754,97,,
CN04,Canonical_None,108,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,1071,17,,
CN04,Canonical_None,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,770,42,,
CN04,Canonical_None,118,spearoddus,none,flap,"New words, trained pronunciation",1,1,851,77,,
CN04,Canonical_None,123,spennogy,none,nasal,"New words, trained pronunciation",1,1,960,78,,
CN04,Canonical_None,126,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,1026,126,,
CN04,Canonical_None,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,737,70,,
CN04,Canonical_None,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,704,80,,
CN04,Canonical_None,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,953,88,,
CN04,Canonical_None,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,636,18,,
CN04,Canonical_None,109,trounny,none,nasal,"New words, trained pronunciation",1,1,1037,123,,
CN04,Canonical_None,115,veddetus,none,flap,"New words, trained pronunciation",1,1,1195,95,,
CN04,Canonical_None,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,689,46,,
CN04,Canonical_None,102,vouddy,none,flap,"New words, trained pronunciation",1,1,1194,98,,
CN04,Canonical_None,35,blittus,none,flap,"New words, canonical pronunciation",4,1,745,107,,
CN04,Canonical_None,60,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,763,90,brentemus,0
CN04,Canonical_None,46,buntow,none,nasal,"New words, canonical pronunciation",4,1,1198,20,,
CN04,Canonical_None,32,bytto,canonical,flap,"New words, canonical pronunciation",4,1,937,113,,1
CN04,Canonical_None,34,cluttee,none,flap,"New words, canonical pronunciation",4,1,520,65,,
CN04,Canonical_None,61,credenter,none,nasal,"New words, canonical pronunciation",4,1,1249,37,,
CN04,Canonical_None,57,cyntergus,none,nasal,"New words, canonical pronunciation",4,1,1200,101,,
CN04,Canonical_None,37,fluttow,none,flap,"New words, canonical pronunciation",4,1,701,32,,
CN04,Canonical_None,47,gleanty,canonical,nasal,"New words, canonical pronunciation",4,1,1249,125,,1
CN04,Canonical_None,41,glunter,none,nasal,"New words, canonical pronunciation",4,1,1106,111,,
CN04,Canonical_None,63,lucrunty,none,nasal,"New words, canonical pronunciation",4,1,1556,100,,
CN04,Canonical_None,49,pittery,canonical,flap,"New words, canonical pronunciation",1,0,711,104,,1
CN04,Canonical_None,52,pribetty,none,flap,"New words, canonical pronunciation",4,1,824,34,,
CN04,Canonical_None,43,prounter,none,nasal,"New words, canonical pronunciation",1,0,885,23,,
CN04,Canonical_None,36,ruttow,canonical,flap,"New words, canonical pronunciation",4,1,854,59,,1
CN04,Canonical_None,55,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,967,48,,1
CN04,Canonical_None,42,sento,canonical,nasal,"New words, canonical pronunciation",4,1,1105,1,settow,0
CN04,Canonical_None,39,slettow,canonical,flap,"New words, canonical pronunciation",4,1,899,9,,1
CN04,Canonical_None,48,slyttenee,none,flap,"New words, canonical pronunciation",1,0,1026,96,,
CN04,Canonical_None,44,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,1468,40,snoutus,0
CN04,Canonical_None,56,sounterby,canonical,nasal,"New words, canonical pronunciation",4,1,841,10,,1
CN04,Canonical_None,54,spearottus,none,flap,"New words, canonical pronunciation",4,1,1034,22,,
CN04,Canonical_None,59,spentogy,none,nasal,"New words, canonical pronunciation",4,1,1062,53,,
CN04,Canonical_None,62,suspintus,canonical,nasal,"New words, canonical pronunciation",4,1,1247,38,spinetty,0
CN04,Canonical_None,53,trecottus,canonical,flap,"New words, canonical pronunciation",1,0,1750,119,trettemus,0
CN04,Canonical_None,40,trenter,canonical,nasal,"New words, canonical pronunciation",4,1,1347,49,tritus,0
CN04,Canonical_None,50,trettemus,canonical,flap,"New words, canonical pronunciation",4,1,2252,69,,1
CN04,Canonical_None,33,trotty,canonical,flap,"New words, canonical pronunciation",1,0,940,116,,1
CN04,Canonical_None,45,trounty,none,nasal,"New words, canonical pronunciation",4,1,1057,110,,
CN04,Canonical_None,51,vettetus,none,flap,"New words, canonical pronunciation",4,1,768,67,,
CN04,Canonical_None,58,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,780,35,,1
CN04,Canonical_None,38,voutty,none,flap,"New words, canonical pronunciation",4,1,991,106,,
CN04,Canonical_None,64,abron,,,Nonwords,4,1,1296,124,,
CN04,Canonical_None,65,balloom,,,Nonwords,4,1,861,99,,
CN04,Canonical_None,68,bashketball,,,Nonwords,4,1,864,62,,
CN04,Canonical_None,83,bencil,,,Nonwords,4,1,683,91,,
CN04,Canonical_None,84,briest,,,Nonwords,4,1,1078,29,,
CN04,Canonical_None,70,cabimet,,,Nonwords,4,1,1102,114,,
CN04,Canonical_None,71,cassier,,,Nonwords,4,1,826,8,,
CN04,Canonical_None,72,crame,,,Nonwords,4,1,975,13,,
CN04,Canonical_None,73,dansher,,,Nonwords,4,1,713,92,,
CN04,Canonical_None,74,feshtival,,,Nonwords,4,1,871,56,,
CN04,Canonical_None,75,fiss,,,Nonwords,4,1,723,45,,
CN04,Canonical_None,76,glash,,,Nonwords,4,1,800,64,,
CN04,Canonical_None,77,grabe,,,Nonwords,4,1,836,28,,
CN04,Canonical_None,78,han,,,Nonwords,4,1,850,25,,
CN04,Canonical_None,79,herpivore,,,Nonwords,4,1,1304,54,,
CN04,Canonical_None,80,nechanic,,,Nonwords,4,1,870,31,,
CN04,Canonical_None,81,nushroom,,,Nonwords,4,1,768,27,,
CN04,Canonical_None,82,palashe,,,Nonwords,4,1,853,55,,
CN04,Canonical_None,66,pank,,,Nonwords,4,1,1144,6,,
CN04,Canonical_None,67,parrel,,,Nonwords,4,1,1222,63,,
CN04,Canonical_None,69,prain,,,Nonwords,4,1,3476,0,,
CN04,Canonical_None,85,reshtaurant,,,Nonwords,4,1,1037,36,,
CN04,Canonical_None,86,ruppish,,,Nonwords,4,1,523,68,,
CN04,Canonical_None,87,selter,,,Nonwords,4,1,1966,108,,
CN04,Canonical_None,90,shke,,,Nonwords,4,1,878,61,,
CN04,Canonical_None,88,sirt,,,Nonwords,4,1,1108,75,,
CN04,Canonical_None,89,smail,,,Nonwords,4,1,816,7,,
CN04,Canonical_None,91,spoom,,,Nonwords,4,1,946,76,,
CN04,Canonical_None,92,sunnit,,,Nonwords,4,1,922,118,,
CN04,Canonical_None,93,teemager,,,Nonwords,4,1,660,14,,
CN04,Canonical_None,94,vegetaple,,,Nonwords,4,1,969,84,,
CN04,Canonical_None,95,wimdow,,,Nonwords,4,1,716,83,,
CN04,Canonical_None,0,apron,,,Familiar words,1,1,587,50,,
CN04,Canonical_None,1,balloon,,,Familiar words,1,1,761,33,,
CN04,Canonical_None,2,bank,,,Familiar words,4,0,1028,109,,
CN04,Canonical_None,3,barrel,,,Familiar words,1,1,789,16,,
CN04,Canonical_None,4,basketball,,,Familiar words,1,1,1591,2,,
CN04,Canonical_None,5,brain,,,Familiar words,1,1,565,47,,
CN04,Canonical_None,6,cabinet,,,Familiar words,1,1,799,73,,
CN04,Canonical_None,7,cashier,,,Familiar words,1,1,985,12,,
CN04,Canonical_None,8,crane,,,Familiar words,1,1,668,43,,
CN04,Canonical_None,9,dancer,,,Familiar words,1,1,931,15,,
CN04,Canonical_None,10,festival,,,Familiar words,1,1,1406,122,,
CN04,Canonical_None,11,fish,,,Familiar words,1,1,704,39,,
CN04,Canonical_None,12,glass,,,Familiar words,1,1,759,58,,
CN04,Canonical_None,13,grape,,,Familiar words,1,1,791,11,,
CN04,Canonical_None,14,ham,,,Familiar words,1,1,738,102,,
CN04,Canonical_None,15,herbivore,,,Familiar words,1,1,1044,57,,
CN04,Canonical_None,16,mechanic,,,Familiar words,1,1,1120,112,,
CN04,Canonical_None,17,mushroom,,,Familiar words,1,1,975,4,,
CN04,Canonical_None,18,palace,,,Familiar words,1,1,1260,81,,
CN04,Canonical_None,19,pencil,,,Familiar words,1,1,652,30,,
CN04,Canonical_None,20,priest,,,Familiar words,1,1,933,105,,
CN04,Canonical_None,21,restaurant,,,Familiar words,1,1,858,127,,
CN04,Canonical_None,22,rubbish,,,Familiar words,1,1,562,44,,
CN04,Canonical_None,23,shelter,,,Familiar words,4,0,825,121,,
CN04,Canonical_None,24,shirt,,,Familiar words,1,1,1201,72,,
CN04,Canonical_None,25,sil,,,Familiar words,4,0,539,66,,
CN04,Canonical_None,26,ske,,,Familiar words,1,1,802,60,,
CN04,Canonical_None,27,spoon,,,Familiar words,1,1,1043,87,,
CN04,Canonical_None,28,summit,,,Familiar words,1,1,1229,85,,
CN04,Canonical_None,29,teeger,,,Familiar words,1,1,730,89,,
CN04,Canonical_None,30,vegetable,,,Familiar words,1,1,868,51,,
CN04,Canonical_None,31,window,,,Familiar words,1,1,1266,52,,
CN05,Canonical_None,99,bliddus,none,flap,"New words, trained pronunciation",1,1,625,117,,
CN05,Canonical_None,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,740,74,,
CN05,Canonical_None,110,bunnow,none,nasal,"New words, trained pronunciation",4,0,849,3,,
CN05,Canonical_None,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,1065,103,,
CN05,Canonical_None,98,cluddee,none,flap,"New words, trained pronunciation",1,1,749,5,,
CN05,Canonical_None,125,credenner,none,nasal,"New words, trained pronunciation",1,1,755,86,,
CN05,Canonical_None,121,cynnergus,none,nasal,"New words, trained pronunciation",1,1,1580,71,,
CN05,Canonical_None,101,fluddow,none,flap,"New words, trained pronunciation",1,1,725,79,,
CN05,Canonical_None,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,531,41,,
CN05,Canonical_None,105,glunner,none,nasal,"New words, trained pronunciation",1,1,628,19,,
CN05,Canonical_None,127,lucrunny,none,nasal,"New words, trained pronunciation",1,1,946,94,,
CN05,Canonical_None,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,543,82,,
CN05,Canonical_None,116,pribeddy,none,flap,"New words, trained pronunciation",1,1,967,93,,
CN05,Canonical_None,107,prounner,none,nasal,"New words, trained pronunciation",1,1,747,24,,
CN05,Canonical_None,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,598,115,,
CN05,Canonical_None,119,sceaneddy,canonical,flap,"New words, trained pronunciation",4,0,1517,21,,
CN05,Canonical_None,106,senno,canonical,nasal,"New words, trained pronunciation",1,1,1051,120,,
CN05,Canonical_None,103,sleddow,canonical,flap,"New words, trained pronunciation",1,1,930,26,,
CN05,Canonical_None,112,slyddenee,none,flap,"New words, trained pronunciation",1,1,1070,97,,
CN05,Canonical_None,108,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,1183,17,,
CN05,Canonical_None,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,833,42,,
CN05,Canonical_None,118,spearoddus,none,flap,"New words, trained pronunciation",1,1,828,77,,
CN05,Canonical_None,123,spennogy,none,nasal,"New words, trained pronunciation",1,1,882,78,,
CN05,Canonical_None,126,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,1204,126,,
CN05,Canonical_None,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,1127,70,,
CN05,Canonical_None,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,622,80,,
CN05,Canonical_None,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,555,88,,
CN05,Canonical_None,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,687,18,,
CN05,Canonical_None,109,trounny,none,nasal,"New words, trained pronunciation",1,1,987,123,,
CN05,Canonical_None,115,veddetus,none,flap,"New words, trained pronunciation",1,1,1017,95,,
CN05,Canonical_None,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,692,46,,
CN05,Canonical_None,102,vouddy,none,flap,"New words, trained pronunciation",1,1,652,98,,
CN05,Canonical_None,35,blittus,none,flap,"New words, canonical pronunciation",1,0,834,107,,
CN05,Canonical_None,60,bredento,canonical,nasal,"New words, canonical pronunciation",1,0,868,90,beado,0
CN05,Canonical_None,46,buntow,none,nasal,"New words, canonical pronunciation",1,0,685,20,,
CN05,Canonical_None,32,bytto,canonical,flap,"New words, canonical pronunciation",1,0,644,113,,1
CN05,Canonical_None,34,cluttee,none,flap,"New words, canonical pronunciation",1,0,686,65,,
CN05,Canonical_None,61,credenter,none,nasal,"New words, canonical pronunciation",1,0,840,37,,
CN05,Canonical_None,57,cyntergus,none,nasal,"New words, canonical pronunciation",1,0,1070,101,,
CN05,Canonical_None,37,fluttow,none,flap,"New words, canonical pronunciation",1,0,770,32,,
CN05,Canonical_None,47,gleanty,canonical,nasal,"New words, canonical pronunciation",1,0,727,125,gleamus,0
CN05,Canonical_None,41,glunter,none,nasal,"New words, canonical pronunciation",1,0,615,111,,
CN05,Canonical_None,63,lucrunty,none,nasal,"New words, canonical pronunciation",1,0,827,100,,
CN05,Canonical_None,49,pittery,canonical,flap,"New words, canonical pronunciation",1,0,835,104,pitter,0
CN05,Canonical_None,52,pribetty,none,flap,"New words, canonical pronunciation",1,0,669,34,,
CN05,Canonical_None,43,prounter,none,nasal,"New words, canonical pronunciation",1,0,616,23,,
CN05,Canonical_None,36,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,755,59,,0
CN05,Canonical_None,55,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,2233,48,,0
CN05,Canonical_None,42,sento,canonical,nasal,"New words, canonical pronunciation",4,1,2284,1,byto,0
CN05,Canonical_None,39,slettow,canonical,flap,"New words, canonical pronunciation",1,0,1796,9,,0
CN05,Canonical_None,48,slyttenee,none,flap,"New words, canonical pronunciation",1,0,1114,96,,
CN05,Canonical_None,44,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,831,40,,0
CN05,Canonical_None,56,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,1157,10,somnerset,0
CN05,Canonical_None,54,spearottus,none,flap,"New words, canonical pronunciation",1,0,882,22,,
CN05,Canonical_None,59,spentogy,none,nasal,"New words, canonical pronunciation",4,1,1572,53,,
CN05,Canonical_None,62,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,939,38,,0
CN05,Canonical_None,53,trecottus,canonical,flap,"New words, canonical pronunciation",1,0,1171,119,,0
CN05,Canonical_None,40,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,1111,49,,0
CN05,Canonical_None,50,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,675,69,treadous,0
CN05,Canonical_None,33,trotty,canonical,flap,"New words, canonical pronunciation",1,0,596,116,glutter,0
CN05,Canonical_None,45,trounty,none,nasal,"New words, canonical pronunciation",1,0,819,110,,
